slot,scene,method,tier,role,retrieval_success,confirmation_failure,round,snapshot,candidates,viable,confirmed,vote_budget_possible_candidates,minimum_zero_cells,minimum_missing_cells,minimum_missing_tickets,fixed_source,fixed_missing_tickets,fixed_missing_cells,fixed_viable,task_mass
189,eval-easy-022,generic,easy,primary,True,False,1,slot-189-eval-easy-022-generic/attempt/data/rounds/round-01,36,4,0,4,0,99,99,583,99,99,True,107.94694565833184
189,eval-easy-022,generic,easy,primary,True,False,2,slot-189-eval-easy-022-generic/attempt/data/rounds/round-02,36,4,1,4,0,0,0,583,0,0,True,65.4731321641118
190,eval-easy-022,ours,easy,primary,True,False,1,slot-190-eval-easy-022-ours/attempt/data/rounds/round-01,36,4,0,4,0,99,99,583,99,99,True,110.30776170005603
190,eval-easy-022,ours,easy,primary,True,False,2,slot-190-eval-easy-022-ours/attempt/data/rounds/round-02,36,4,1,4,0,0,0,583,0,0,True,66.90503947535895
191,eval-hard-013,ours,hard,primary,True,False,1,slot-191-eval-hard-013-ours/attempt/data/rounds/round-01,32,5,0,5,87,102,195,705,195,108,True,160.95020517339057
191,eval-hard-013,ours,hard,primary,True,False,2,slot-191-eval-hard-013-ours/attempt/data/rounds/round-02,32,4,0,3,0,87,87,705,87,87,True,94.61417072525305
191,eval-hard-013,ours,hard,primary,True,False,3,slot-191-eval-hard-013-ours/attempt/data/rounds/round-03,32,4,3,3,0,0,0,705,0,0,True,59.689074476768354
192,eval-hard-013,generic,hard,primary,False,True,1,slot-192-eval-hard-013-generic/attempt/data/rounds/round-01,31,7,0,7,95,99,195,627,195,99,True,135.36051600536402
192,eval-hard-013,generic,hard,primary,False,True,2,slot-192-eval-hard-013-generic/attempt/data/rounds/round-02,31,7,0,0,27,99,126,627,134,99,True,102.43995965474787
192,eval-hard-013,generic,hard,primary,False,True,3,slot-192-eval-hard-013-generic/attempt/data/rounds/round-03,31,7,0,0,14,27,41,627,57,35,True,76.00945725511383
193,eval-moderate-021,generic,moderate,primary,False,False,1,slot-193-eval-moderate-021-generic/attempt/data/rounds/round-01,33,5,0,5,3,99,102,624,102,99,True,118.34041499861921
193,eval-moderate-021,generic,moderate,primary,False,False,2,slot-193-eval-moderate-021-generic/attempt/data/rounds/round-02,33,5,0,5,0,4,4,624,4,4,True,72.4930436354029
193,eval-moderate-021,generic,moderate,primary,False,False,3,slot-193-eval-moderate-021-generic/attempt/data/rounds/round-03,33,5,4,4,0,0,0,624,0,0,True,44.35265408032185
194,eval-moderate-021,ours,moderate,primary,True,False,1,slot-194-eval-moderate-021-ours/attempt/data/rounds/round-01,33,5,0,5,7,99,106,624,106,99,True,121.30776170005603
194,eval-moderate-021,ours,moderate,primary,True,False,2,slot-194-eval-moderate-021-ours/attempt/data/rounds/round-02,33,5,0,5,0,7,7,624,7,7,True,73.57687673219792
194,eval-moderate-021,ours,moderate,primary,True,False,3,slot-194-eval-moderate-021-ours/attempt/data/rounds/round-03,33,5,5,5,0,0,0,624,0,0,True,44.62663158397511
195,eval-easy-032,ours,easy,primary,True,False,1,slot-195-eval-easy-032-ours/attempt/data/rounds/round-01,32,4,0,4,0,102,102,583,102,102,True,104.94694565833184
195,eval-easy-032,ours,easy,primary,True,False,2,slot-195-eval-easy-032-ours/attempt/data/rounds/round-02,32,4,1,4,0,0,0,583,0,0,True,63.65354018497391
196,eval-easy-032,generic,easy,primary,True,False,1,slot-196-eval-easy-032-generic/attempt/data/rounds/round-01,35,5,0,5,2,106,108,665,108,106,True,112.40572159574553
196,eval-easy-032,generic,easy,primary,True,False,2,slot-196-eval-easy-032-generic/attempt/data/rounds/round-02,35,5,0,5,0,5,5,665,5,5,True,69.13212134910692
196,eval-easy-032,generic,easy,primary,True,False,3,slot-196-eval-easy-032-generic/attempt/data/rounds/round-03,35,5,5,5,0,0,0,665,0,0,True,41.930751169207646
197,eval-hard-029,generic,hard,primary,False,True,1,slot-197-eval-hard-029-generic/attempt/data/rounds/round-01,32,5,0,5,67,103,175,705,175,108,True,152.2938796870685
197,eval-hard-029,generic,hard,primary,False,True,2,slot-197-eval-hard-029-generic/attempt/data/rounds/round-02,32,5,0,0,54,97,152,705,152,97,True,130.93700607106797
197,eval-hard-029,generic,hard,primary,False,True,3,slot-197-eval-hard-029-generic/attempt/data/rounds/round-03,32,5,0,0,1,58,59,705,59,58,True,81.95863898024002
198,eval-hard-029,ours,hard,primary,True,False,1,slot-198-eval-hard-029-ours/attempt/data/rounds/round-01,33,5,0,5,73,106,181,705,181,108,True,152.8351037496548
198,eval-hard-029,ours,hard,primary,True,False,2,slot-198-eval-hard-029-ours/attempt/data/rounds/round-02,33,5,0,5,0,73,73,705,73,73,True,92.6991763045269
198,eval-hard-029,ours,hard,primary,True,False,3,slot-198-eval-hard-029-ours/attempt/data/rounds/round-03,33,5,5,5,0,0,0,705,0,0,True,56.36964183982543
199,eval-moderate-022,ours,moderate,primary,True,False,1,slot-199-eval-moderate-022-ours/attempt/data/rounds/round-01,38,7,0,7,2,102,104,581,104,102,True,123.5208230194813
199,eval-moderate-022,ours,moderate,primary,True,False,2,slot-199-eval-moderate-022-ours/attempt/data/rounds/round-02,38,7,0,7,0,2,2,581,2,2,True,74.91916627425344
199,eval-moderate-022,ours,moderate,primary,True,False,3,slot-199-eval-moderate-022-ours/attempt/data/rounds/round-03,38,7,7,7,0,0,0,581,0,0,True,45.44077134544341
200,eval-moderate-022,generic,moderate,primary,False,False,1,slot-200-eval-moderate-022-generic/attempt/data/rounds/round-01,38,7,0,7,3,101,105,541,105,102,True,122.48816972091814
200,eval-moderate-022,generic,moderate,primary,False,False,2,slot-200-eval-moderate-022-generic/attempt/data/rounds/round-02,38,7,0,7,0,3,3,541,3,3,True,74.2928303878215
200,eval-moderate-022,generic,moderate,primary,False,False,3,slot-200-eval-moderate-022-generic/attempt/data/rounds/round-03,38,7,7,7,0,0,0,541,0,0,True,45.06087942704415
201,eval-moderate-003,generic,moderate,primary,True,False,1,slot-201-eval-moderate-003-generic/attempt/data/rounds/round-01,30,6,0,6,0,104,104,665,104,104,True,106.11021215114768
201,eval-moderate-003,generic,moderate,primary,True,False,2,slot-201-eval-moderate-003-generic/attempt/data/rounds/round-02,30,6,1,6,0,0,0,665,1,1,True,64.59774819682428
202,eval-moderate-003,ours,moderate,primary,True,False,1,slot-202-eval-moderate-003-ours/attempt/data/rounds/round-01,31,6,0,6,0,105,105,665,105,105,True,105.11021215114768
202,eval-moderate-003,ours,moderate,primary,True,False,2,slot-202-eval-moderate-003-ours/attempt/data/rounds/round-02,31,6,4,6,0,0,0,665,0,0,True,63.752566318570466
203,eval-easy-020,ours,easy,primary,True,False,1,slot-203-eval-easy-020-ours/attempt/data/rounds/round-01,34,5,0,5,5,102,112,543,112,106,True,116.73388433890656
203,eval-easy-020,ours,easy,primary,True,False,2,slot-203-eval-easy-020-ours/attempt/data/rounds/round-02,34,5,0,5,0,5,5,543,6,6,True,70.80267987889526
203,eval-easy-020,ours,easy,primary,True,False,3,slot-203-eval-easy-020-ours/attempt/data/rounds/round-03,34,5,5,5,0,0,0,543,0,0,True,42.94399613636873
204,eval-easy-020,generic,easy,primary,True,False,1,slot-204-eval-easy-020-generic/attempt/data/rounds/round-01,33,4,0,4,0,102,102,583,102,102,True,105.3404149986192
204,eval-easy-020,generic,easy,primary,True,False,2,slot-204-eval-easy-020-generic/attempt/data/rounds/round-02,33,4,1,4,0,0,0,583,0,0,True,64.13084262205629
205,eval-hard-011,generic,hard,primary,True,False,1,slot-205-eval-hard-011-generic/attempt/data/rounds/round-01,35,5,0,5,83,88,171,542,171,88,True,153.55673583310318
205,eval-hard-011,generic,hard,primary,True,False,2,slot-205-eval-hard-011-generic/attempt/data/rounds/round-02,35,5,0,5,0,83,83,542,83,83,True,95.04607803650018
205,eval-hard-011,generic,hard,primary,True,False,3,slot-205-eval-hard-011-generic/attempt/data/rounds/round-03,35,5,2,2,0,0,0,542,0,0,True,59.080267725824044
206,eval-hard-011,ours,hard,primary,False,False,1,slot-206-eval-hard-011-ours/attempt/data/rounds/round-01,34,4,0,4,88,88,176,624,176,88,True,150.76979715252844
206,eval-hard-011,ours,hard,primary,False,False,2,slot-206-eval-hard-011-ours/attempt/data/rounds/round-02,34,4,0,4,0,88,88,624,88,88,True,91.9238069687454
206,eval-hard-011,ours,hard,primary,False,False,3,slot-206-eval-hard-011-ours/attempt/data/rounds/round-03,34,4,4,4,0,0,0,624,0,0,True,55.75460728404991
208,eval-easy-012,ours,easy,primary,True,False,1,slot-208-eval-easy-012-ours/attempt/data/rounds/round-01,35,5,0,5,4,102,106,623,106,102,True,118.48816972091814
208,eval-easy-012,ours,easy,primary,True,False,2,slot-208-eval-easy-012-ours/attempt/data/rounds/round-02,35,5,0,5,0,4,4,623,4,4,True,71.86670774897097
208,eval-easy-012,ours,easy,primary,True,False,3,slot-208-eval-easy-012-ours/attempt/data/rounds/round-03,35,5,5,5,0,0,0,623,0,0,True,43.58936166235838
209,eval-easy-011,ours,easy,primary,True,False,1,slot-209-eval-easy-011-ours/attempt/data/rounds/round-01,32,4,0,4,1,107,108,584,108,107,True,104.7991909360329
209,eval-easy-011,ours,easy,primary,True,False,2,slot-209-eval-easy-011-ours/attempt/data/rounds/round-02,32,4,0,4,0,1,1,584,1,1,True,63.56392241578228
209,eval-easy-011,ours,easy,primary,True,False,3,slot-209-eval-easy-011-ours/attempt/data/rounds/round-03,32,4,4,4,0,0,0,584,0,0,True,38.69821707779008
210,eval-easy-011,generic,easy,primary,True,False,1,slot-210-eval-easy-011-generic/attempt/data/rounds/round-01,33,6,0,6,0,105,105,665,105,105,True,111.43837489430872
210,eval-easy-011,generic,easy,primary,True,False,2,slot-210-eval-easy-011-generic/attempt/data/rounds/round-02,33,6,1,6,0,0,0,665,0,0,True,67.82944226049003
211,eval-hard-022,ours,hard,primary,True,False,1,slot-211-eval-hard-022-ours/attempt/data/rounds/round-01,35,6,0,6,51,105,158,745,158,107,True,152.99837024247063
211,eval-hard-022,ours,hard,primary,True,False,2,slot-211-eval-hard-022-ours/attempt/data/rounds/round-02,35,6,0,6,0,51,51,745,51,51,True,92.79820243812347
211,eval-hard-022,ours,hard,primary,True,False,3,slot-211-eval-hard-022-ours/attempt/data/rounds/round-03,35,6,6,6,0,0,0,745,0,0,True,56.28495494494153
212,eval-hard-022,generic,hard,primary,False,True,1,slot-212-eval-hard-022-generic/attempt/data/rounds/round-01,36,6,0,6,52,106,159,745,159,107,True,150.99837024247063
212,eval-hard-022,generic,hard,primary,False,True,2,slot-212-eval-hard-022-generic/attempt/data/rounds/round-02,36,6,0,1,0,88,89,745,93,89,True,104.75624701972714
212,eval-hard-022,generic,hard,primary,False,True,3,slot-212-eval-hard-022-generic/attempt/data/rounds/round-03,36,6,0,0,0,17,17,745,40,36,True,74.72878674164298
